rank,name,networth,age,country,source,industry
363,Kwon Hyuk-bin ,$6.8 B,48,South Korea,online games,Technology 
363,Frank Lowy ,$6.8 B,91,Australia,shopping malls,Real Estate 
363,Ronda Stryker ,$6.8 B,67,United States,medical equipment,Healthcare 
369,Alejandro Bailleres Gual & siblings ,$6.7 B,61,Mexico,mining,Diversified 
369,Benu Gopal Bangur ,$6.7 B,90,India,cement,Manufacturing 
369,James Goodnight ,$6.7 B,79,United States,software,Technology 
369,Alain Merieux & family ,$6.7 B,84,France,pharmaceuticals,Healthcare 
369,Enrique Razon Jr. ,$6.7 B,62,Philippines,ports,Logistics 
369,Robert F. Smith ,$6.7 B,59,United States,private equity,Finance & Investments 
375,Brian Armstrong ,$6.6 B,39,United States,cryptocurrency,Finance & Investments 
375,Dannine Avara ,$6.6 B,58,United States,pipelines,Energy 
375,Patrick Drahi ,$6.6 B,58,France,telecom,Telecom 
375,Scott Duncan ,$6.6 B,39,United States,pipelines,Energy 
375,Milane Frantz ,$6.6 B,52,United States,pipelines,Energy 
375,Andreas Halvorsen ,$6.6 B,60,Norway,hedge funds,Finance & Investments 
375,Law Kar Po ,$6.6 B,73,Hong Kong,real estate,Real Estate 
375,Nicolas Puech ,$6.6 B,79,France,Hermes,Fashion & Retail 
375,Viktor Rashnikov ,$6.6 B,73,Russia,steel,Manufacturing 
375,Dmitry Rybolovlev ,$6.6 B,55,Russia,fertilizer,Manufacturing 
375,Randa Duncan Williams ,$6.6 B,60,United States,pipelines,Energy 
386,Chen Jianhua ,$6.5 B,51,China,chemicals,Manufacturing 
386,John Grayken ,$6.5 B,65,Ireland,private equity,Finance & Investments 
386,Ray Lee Hunt ,$6.5 B,78,United States,"oil, real estate",Energy 
386,Philippe Laffont ,$6.5 B,54,United States,hedge fund,Finance & Investments 
386,"Henry Nicholas, III. ",$6.5 B,62,United States,semiconductors,Technology 
386,Axel Oberwelland & siblings ,$6.5 B,55,Germany,candy,Food & Beverage 
386,Cliff Obrecht ,$6.5 B,36,Australia,software,Technology 
386,John Overdeck ,$6.5 B,52,United States,hedge funds,Finance & Investments 
386,Melanie Perkins ,$6.5 B,34,Australia,software,Technology 
386,Ruan Hongliang & family ,$6.5 B,61,China,glass,Manufacturing 
386,David Siegel ,$6.5 B,60,United States,hedge funds,Finance & Investments 
386,David Velez ,$6.5 B,40,Colombia,fintech,Finance & Investments 
398,Juergen Blickle ,$6.4 B,75,Germany,auto parts,Manufacturing 
398,Cheng Xue ,$6.4 B,52,China,soy sauce,Food & Beverage 
398,Jack Dangermond ,$6.4 B,76,United States,mapping software,Technology 
398,Jiang Weiping & family ,$6.4 B,67,China,chemicals,Manufacturing 
398,Takahisa Takahara ,$6.4 B,60,Japan,personal care goods,Fashion & Retail 
403,Orlando Bravo ,$6.3 B,51,United States,private equity,Finance & Investments 
403,Hong Ra-hee ,$6.3 B,76,South Korea,Samsung,Technology 
403,"Edward Johnson, IV. ",$6.3 B,57,United States,money management,Finance & Investments 
403,Li Xiaohua & family ,$6.3 B,60,China,packaging,Manufacturing 
403,Sri Prakash Lohia ,$6.3 B,69,Indonesia,petrochemicals,Manufacturing 
403,Miao Hangen ,$6.3 B,57,China,"textiles, petrochemicals",Diversified 
403,Bobby Murphy ,$6.3 B,33,United States,Snapchat,Technology 
403,Wu Jianshu ,$6.3 B,58,Hong Kong,auto parts,Automotive 
411,Maria Asuncion Aramburuzabala & family ,$6.2 B,58,Mexico,"beer, investments",Food & Beverage 
411,Melinda French Gates ,$6.2 B,57,United States,Microsoft,Technology 
411,Bruce Kovner ,$6.2 B,77,United States,hedge funds,Finance & Investments 
411,Pham Nhat Vuong ,$6.2 B,53,Vietnam,diversified,Diversified 
411,Michal Solowow ,$6.2 B,59,Poland,investments,Finance & Investments 
411,Leonard Stern ,$6.2 B,84,United States,real estate,Real Estate 
411,Stef Wertheimer & family ,$6.2 B,95,Israel,metalworking tools,Manufacturing 
418,Rocco Commisso ,$6.1 B,72,United States,telecom,Telecom 
418,Jack Dorsey ,$6.1 B,45,United States,"Twitter, Square",Technology 
418,Lin Li ,$6.1 B,58,China,investments,Finance & Investments 
418,George Lucas ,$6.1 B,77,United States,Star Wars,Media & Entertainment 
418,Evan Spiegel ,$6.1 B,31,United States,Snapchat,Technology 
418,Zhao Yan ,$6.1 B,55,China,biotech,Diversified 
424,Tom Gores ,$6 B,57,United States,private equity,Finance & Investments 
424,Leo Koguan ,$6 B,67,United States,IT provider,Technology 
424,Alexei Kuzmichev ,$6 B,59,Russia,"oil, banking, telecom",Energy 
424,Fredrik Lundberg ,$6 B,70,Sweden,"real estate, investments",Real Estate 
424,John Morris ,$6 B,74,United States,sporting goods retail,Fashion & Retail 
424,Ivar Tollefsen ,$6 B,60,Norway,real estate,Real Estate 
424,"John, Alan & Bruce Wilson ",$6 B,64,Australia,retailing,Fashion & Retail 
431,Stephen Bisciotti ,$5.9 B,61,United States,"staffing, Baltimore Ravens",Sports 
431,Mahendra Choksi & family ,$5.9 B,80,India,paints,Manufacturing 
431,Jian Jun ,$5.9 B,58,China,biomedical products,Healthcare 
431,Barry Lam ,$5.9 B,72,Taiwan,electronics,Technology 
431,Michael Moritz ,$5.9 B,67,United States,venture capital,Technology 
431,Teh Hong Piow ,$5.9 B,92,Malaysia,banking,Finance & Investments 
431,Gary Wang ,$5.9 B,28,United States,cryptocurrency exchange,Finance & Investments 
438,Andre Esteves ,$5.8 B,53,Brazil,banking,Finance & Investments 
438,Joshua Harris ,$5.8 B,57,United States,private equity,Finance & Investments 
438,Rakesh Jhunjhunwala ,$5.8 B,61,India,investments,Finance & Investments 
438,Ken Langone ,$5.8 B,86,United States,investments,Finance & Investments 
438,Ludwig Merckle ,$5.8 B,57,Germany,pharmaceuticals,Finance & Investments 
438,Sandra Ortega Mera ,$5.8 B,53,Spain,Zara,Fashion & Retail 
438,Terrence Pegula ,$5.8 B,71,United States,natural gas,Energy 
438,Karen Pritzker ,$5.8 B,64,United States,"hotels, investments",Finance & Investments 
438,Mitchell Rales ,$5.8 B,65,United States,"manufacturing, investments",Manufacturing 
438,Wolfgang Reimann ,$5.8 B,69,Germany,consumer goods,Fashion & Retail 
438,Matthias Reimann-Andersen ,$5.8 B,57,Germany,consumer goods,Fashion & Retail 
438,Stefan Reimann-Andersen ,$5.8 B,58,Germany,consumer goods,Fashion & Retail 
438,Renate Reimann-Haas ,$5.8 B,70,Germany,consumer goods,Fashion & Retail 
438,Ruan Liping ,$5.8 B,58,Hong Kong,power strips,Manufacturing 
438,Ruan Xueping ,$5.8 B,50,Hong Kong,power strip,Manufacturing 
438,Charles Simonyi ,$5.8 B,73,United States,Microsoft,Technology 
438,John A. Sobrato & family ,$5.8 B,82,United States,real estate,Real Estate 
438,David Steward ,$5.8 B,70,United States,IT provider,Technology 
438,Radovan Vitek ,$5.8 B,50,Czechia,real estate,Real Estate 
438,Les Wexner & family ,$5.8 B,84,United States,retail,Fashion & Retail 
438,Aloys Wobben ,$5.8 B,70,Germany,wind turbines,Energy 
438,Sam Zell ,$5.8 B,80,United States,"real estate, private equity",Real Estate 
460,Anthony Bamford & family ,$5.7 B,76,United Kingdom,construction equipment,Construction & Engineering 
460,Rainer Blickle ,$5.7 B,74,Germany,auto parts,Manufacturing 
460,Clive Calder ,$5.7 B,75,United Kingdom,record label,Media & Entertainment 
460,Frits Goldschmeding ,$5.7 B,88,Netherlands,temp agency,Service 
460,Ananda Krishnan ,$5.7 B,84,Malaysia,"telecoms, media, oil-services",Telecom 
460,Joe Mansueto ,$5.7 B,65,United States,investment research,Finance & Investments 
460,Odd Reitan & family ,$5.7 B,70,Norway,"retail, real estate",Fashion & Retail 
460,Antony Ressler ,$5.7 B,60,United States,finance,Finance & Investments 
460,Tang Xiao'ou ,$5.7 B,54,Hong Kong,software,Technology 
460,Tse Ping ,$5.7 B,70,China,pharmaceuticals,Healthcare 
460,Ken Xie ,$5.7 B,59,United States,cybersecurity,Technology 
471,Tilman Fertitta ,$5.6 B,64,United States,"Houston Rockets, entertainment",Food & Beverage 
471,Prajogo Pangestu ,$5.6 B,77,Indonesia,petrochemicals,Diversified 
471,"Edward Roski, Jr. ",$5.6 B,83,United States,real estate,Real Estate 
471,Teddy Sagi ,$5.6 B,50,Israel,gambling software,Gambling & Casinos 
471,Thomas Straumann ,$5.6 B,58,Switzerland,dental implants,Healthcare 
471,David Sun ,$5.6 B,70,United States,computer hardware,Technology 
471,John Tu ,$5.6 B,80,United States,computer hardware,Technology 
471,Erich Wesjohann & family ,$5.6 B,76,Germany,poultry genetics,Food & Beverage 
471,Xu Jinfu ,$5.6 B,58,China,chemicals,Manufacturing 
480,Alexander Abramov ,$5.5 B,63,Russia,"steel, mining",Metals & Mining 
480,Neil Bluhm ,$5.5 B,84,United States,real estate,Real Estate 
480,Don Hankey ,$5.5 B,78,United States,auto loans,Finance & Investments 
480,Kwee brothers ,$5.5 B,64,Singapore,Real Estate,Real Estate 
480,Jane Lauder ,$5.5 B,49,United States,Estée Lauder,Fashion & Retail 
480,Gwendolyn Sontheim Meyer ,$5.5 B,60,United States,Cargill,Food & Beverage 
480,John Reece ,$5.5 B,65,United Kingdom,chemicals,Manufacturing 
480,Eric Smidt ,$5.5 B,62,United States,hardware stores,Fashion & Retail 
480,Viktor Vekselberg ,$5.5 B,64,Russia,"metals, energy",Energy 
480,Ronald Wanek ,$5.5 B,80,United States,furniture,Manufacturing 
490,Rene Benko ,$5.4 B,45,Austria,"real estate, retail",Real Estate 
490,John Brown ,$5.4 B,87,United States,medical equipment,Healthcare 
490,Chen Zhiping ,$5.4 B,46,China,e-cigarettes,Manufacturing 
490,Andrew Currie ,$5.4 B,66,United Kingdom,chemicals,Manufacturing 
490,Jim Davis & family ,$5.4 B,78,United States,New Balance,Manufacturing 
490,Charles Dolan & family ,$5.4 B,95,United States,cable television,Media & Entertainment 
490,Tom Golisano ,$5.4 B,80,United States,payroll services,Service 
490,Hui Wing Mau ,$5.4 B,71,Hong Kong,real estate,Real Estate 
490,Daniel Kretinsky ,$5.4 B,46,Czechia,"energy, investments",Energy 
490,Massimiliana Landini Aleotti & family ,$5.4 B,79,Italy,pharmaceuticals,Healthcare 
490,Joe Lewis ,$5.4 B,85,United Kingdom,investments,Finance & Investments 
490,Li Chunan ,$5.4 B,53,China,renewable energy,Manufacturing 
490,Lin Muqin & family ,$5.4 B,58,China,beverages,Food & Beverage 
490,Shigenobu Nagamori ,$5.4 B,77,Japan,motors,Manufacturing 
490,Kjell Inge Rokke ,$5.4 B,63,Norway,"shipping, seafood",Logistics 
490,Wang Wenjing ,$5.4 B,57,China,business software,Technology 
490,Chris Xu ,$5.4 B,38,China,e-commerce,Fashion & Retail 
490,Samuel Yin ,$5.4 B,71,Taiwan,retail,Diversified 
490,M.A. Yusuff Ali ,$5.4 B,66,India,retail,Fashion & Retail 
509,Denise Coates ,$5.3 B,54,United Kingdom,online gambling,Gambling & Casinos 
509,Ken Fisher ,$5.3 B,71,United States,money management,Finance & Investments 
509,Peter Grogg ,$5.3 B,80,Switzerland,biochemicals,Healthcare 
509,Dietmar Hopp & family ,$5.3 B,81,Germany,software,Technology 
509,Sumet Jiaravanon ,$5.3 B,87,Thailand,diversified,Diversified 
509,Nathan Kirsh ,$5.3 B,90,Eswatini (Swaziland),"retail, real estate",Fashion & Retail 
509,Forrest Li ,$5.3 B,44,Singapore,gaming,Media & Entertainment 
509,Rudolf Maag ,$5.3 B,76,Switzerland,medical devices,Healthcare 
509,Gary Rollins ,$5.3 B,77,United States,pest control,Service 
509,Ugur Sahin ,$5.3 B,56,Germany,biotechnology,Healthcare 
509,Mark Scheinberg ,$5.3 B,48,Canada,online gambling,Gambling & Casinos 
509,Shen Guojun ,$5.3 B,59,China,retail,Fashion & Retail 
509,Chip Wilson ,$5.3 B,65,Canada,Lululemon,Fashion & Retail 
509,Zhang Yong ,$5.3 B,51,Singapore,restaurants,Food & Beverage 
523,James Chambers ,$5.2 B,64,United States,"media, automotive",Media & Entertainment 
523,Chen Fashu ,$5.2 B,61,China,investments,Finance & Investments 
523,Jaran Chiaravanont ,$5.2 B,92,Thailand,diversified,Diversified 
523,Ravi Jaipuria ,$5.2 B,67,India,"soft drinks, fast food",Food & Beverage 
523,Koon Poh Keong ,$5.2 B,60,Malaysia,aluminum,Manufacturing 
523,Li Liangbin ,$5.2 B,54,China,lithium,Manufacturing 
523,Liang Feng ,$5.2 B,53,China,manufacturing,Manufacturing 
523,Wolfgang Marguerre & family ,$5.2 B,80,Germany,pharmaceuticals,Healthcare 
523,Katharine Rayner ,$5.2 B,77,United States,"media, automotive",Media & Entertainment 
523,Carlos Rodriguez-Pastor ,$5.2 B,62,Peru,finance,Finance & Investments 
523,Margaretta Taylor ,$5.2 B,79,United States,"media, automotive",Media & Entertainment 
523,You Xiaoping ,$5.2 B,64,China,"chemicals, spandex",Manufacturing 
523,Eric Yuan & family ,$5.2 B,52,United States,Zoom Video Communications,Technology 
536,Robert Bass ,$5.1 B,74,United States,"oil, investments",Energy 
536,Alexandre Behring ,$5.1 B,55,Brazil,investments,Finance & Investments 
536,Chan Laiwa & family ,$5.1 B,81,China,real estate,Real Estate 
536,Jeff Greene ,$5.1 B,67,United States,"real estate, investments",Real Estate 
536,Montri Jiaravanont ,$5.1 B,91,Thailand,diversified,Diversified 
536,Charles B. Johnson ,$5.1 B,89,United States,money management,Finance & Investments 
536,Elizabeth Johnson ,$5.1 B,58,United States,money management,Finance & Investments 
536,Lin Bin ,$5.1 B,54,United States,smartphones,Technology 
536,Hiroshi Mikitani ,$5.1 B,57,Japan,online retail,Fashion & Retail 
536,Isaac Perlmutter ,$5.1 B,79,United States,Marvel comics,Media & Entertainment 
536,Michael Pieper ,$5.1 B,76,Switzerland,kitchen appliances,Manufacturing 
536,Issad Rebrab & family ,$5.1 B,78,Algeria,food,Food & Beverage 
536,Tsai Hong-tu ,$5.1 B,69,Taiwan,finance,Finance & Investments 
536,Richard Tsai ,$5.1 B,64,Taiwan,finance,Finance & Investments 
536,Wang Junshi & family ,$5.1 B,73,China,solar inverters,Manufacturing 
536,Wang Yanqing & family ,$5.1 B,55,China,electrical equipment,Manufacturing 
552,Shari Arison ,$5 B,64,Israel,Carnival Cruises,Service 
552,Alain Bouchard ,$5 B,73,Canada,convinience stores,Fashion & Retail 
552,"Austen Cargill, II. ",$5 B,71,United States,Cargill,Food & Beverage 
552,"James Cargill, II. ",$5 B,72,United States,Cargill,Food & Beverage 
552,Ben Chestnut ,$5 B,47,United States,email marketing,Technology 
552,Wei Fang ,$5 B,48,China,steel,Manufacturing 
552,Leonid Fedun ,$5 B,66,Russia,oil,Energy 
552,Johann Graf ,$5 B,75,Austria,gambling,Gambling & Casinos 
552,Huang Chulong ,$5 B,63,Canada,real estate,Real Estate 
552,Huang Yi ,$5 B,60,Hong Kong,car dealerships,Automotive 
552,Vladimir Kim ,$5 B,61,Kazakhstan,mining,Metals & Mining 
552,Dan Kurzius ,$5 B,50,United States,email marketing,Technology 
552,Ronald Lauder ,$5 B,78,United States,Estee Lauder,Fashion & Retail 
552,Marianne Liebmann ,$5 B,68,United States,Cargill,Food & Beverage 
552,Tobi Lutke ,$5 B,41,Canada,e-commerce,Technology 
552,Thomas Pritzker ,$5 B,71,United States,"hotels, investments",Finance & Investments 
552,Scott Shleifer ,$5 B,44,United States,private equity,Finance & Investments 
552,Autry Stephens ,$5 B,83,United States,oil,Energy 
552,Peter Thiel ,$5 B,54,United States,"Facebook, investments",Finance & Investments 
552,Tsai Cheng-ta ,$5 B,72,Taiwan,finance,Finance & Investments 
552,Maximilian Viessmann ,$5 B,64,Germany,"heating, cooling equipment",Manufacturing 
552,Hansjoerg Wyss ,$5 B,87,Switzerland,medical devices,Healthcare 
552,Xiao Yongming & family ,$5 B,57,China,fertilizer,Diversified 
552,Zhang Tao ,$5 B,49,China,e-commerce,Fashion & Retail 
552,Daniel Ziff ,$5 B,50,United States,investments,Finance & Investments 
552,Dirk Ziff ,$5 B,58,United States,investments,Finance & Investments 
552,Robert Ziff ,$5 B,55,United States,investments,Finance & Investments 
579,Kapil & Rahul Bhatia ,$4.9 B,64,India,airlines,Service 
579,Mat Ishbia ,$4.9 B,42,United States,mortgage lender★,Finance & Investments 
579,"Robert Rich, Jr. ",$4.9 B,81,United States,frozen foods,Food & Beverage 
579,Thomas Schmidheiny ,$4.9 B,76,Switzerland,cement,Construction & Engineering 
579,Alexandra Schoerghuber & family ,$4.9 B,63,Germany,real estate,Real Estate 
579,Erik Selin ,$4.9 B,54,Sweden,real estate,Real Estate 
579,Daniel Tsai ,$4.9 B,65,Taiwan,finance,Finance & Investments 
586,Dona Bertarelli ,$4.8 B,54,Switzerland,biotech,Healthcare 
586,Andrei Guriev & family ,$4.8 B,62,Russia,fertilizers,Manufacturing 
586,Luciano Hang ,$4.8 B,59,Brazil,department stores,Fashion & Retail 
586,Hu Baifan ,$4.8 B,59,China,pharmaceuticals,Healthcare 
586,Bidzina Ivanishvili ,$4.8 B,66,Georgia,investments,Finance & Investments 
586,Yeow Chor & Yeow Seng Lee ,$4.8 B,64,Malaysia,"palm oil, property",Food & Beverage 
586,Leng Youbin ,$4.8 B,53,China,infant formula,Food & Beverage 
586,Theo Mueller ,$4.8 B,82,Germany,dairy,Food & Beverage 
586,"Julian Robertson, Jr. ",$4.8 B,89,United States,hedge funds,Finance & Investments 
586,Marc Rowan ,$4.8 B,59,United States,private equity,Finance & Investments 
586,Emanuele (Lino) Saputo & family ,$4.8 B,85,Canada,cheese,Food & Beverage 
586,Jeff Skoll ,$4.8 B,57,United States,eBay,Technology 
586,Frank Wang ,$4.8 B,41,China,drones,Technology 
586,Wang Junlin ,$4.8 B,59,China,liquor,Food & Beverage 
586,Yang Shaopeng ,$4.8 B,64,China,shipping,Logistics 
601,Maria Fernanda Amorim & family ,$4.7 B,87,Portugal,"energy, investments",Diversified 
601,Leonid Boguslavsky ,$4.7 B,70,Russia,venture capital,Finance & Investments 
601,Richard Branson ,$4.7 B,71,United Kingdom,Virgin,Diversified 
601,Robert Brockman ,$4.7 B,80,United States,software,Technology 
601,Pierre Chen ,$4.7 B,65,Taiwan,electronics,Technology 
601,Chu Mang Yee & family ,$4.7 B,62,China,real estate,Real Estate 
601,Scott Cook ,$4.7 B,69,United States,software,Technology 
601,Mark Cuban ,$4.7 B,63,United States,"online media, Dallas Mavericks",Media & Entertainment 
601,Guenther Fielmann & family ,$4.7 B,82,Germany,optometry,Healthcare 
601,Martin Haefner ,$4.7 B,68,Switzerland,"software, investments",Technology 
601,Johnelle Hunt ,$4.7 B,90,United States,trucking,Logistics 
601,"Andre Koo, Sr. ",$4.7 B,54,Taiwan,financial services,Finance & Investments 
601,Lai Meisong ,$4.7 B,51,China,package delivery,Logistics 
601,Richard Li ,$4.7 B,55,Hong Kong,telecom,Telecom 
601,Mangal Prabhat Lodha ,$4.7 B,66,India,real estate,Real Estate 
601,Igor Olenicoff ,$4.7 B,79,United States,real estate,Real Estate 
601,Mark Shoen ,$4.7 B,71,United States,U-Haul,Automotive 
601,Andrei Skoch & family ,$4.7 B,56,Russia,steel,Metals & Mining 
601,Fred Smith ,$4.7 B,77,United States,FedEx,Logistics 
601,Murat Ulker ,$4.7 B,63,Turkey,food,Food & Beverage 
601,Yu Yong ,$4.7 B,61,China,mining,Finance & Investments 
622,Stéphane Bancel ,$4.6 B,49,France,biotech,Healthcare 
622,Bubba Cathy ,$4.6 B,67,United States,Chick-fil-A,Food & Beverage 
622,Dan Cathy ,$4.6 B,69,United States,Chick-fil-A,Food & Beverage 
622,Trudy Cathy White ,$4.6 B,66,United States,Chick-fil-A,Food & Beverage 
622,Jason Chang ,$4.6 B,77,Singapore,electronics,Technology 
622,Dagmar Dolby & family ,$4.6 B,80,United States,Dolby Laboratories,Technology 
622,Bruce Flatt ,$4.6 B,56,Canada,money management,Finance & Investments 
622,Masatoshi Ito ,$4.6 B,97,Japan,retail,Fashion & Retail 
622,Viatcheslav Kantor ,$4.6 B,68,Russia,"fertilizer, real estate",Manufacturing 
622,Min Kao & family ,$4.6 B,73,United States,navigation equipment,Technology 
622,Lin Xiucheng & family ,$4.6 B,66,China,electronics,Technology 
622,Sami Mnaymneh ,$4.6 B,60,United States,private equity,Finance & Investments 
622,Tony Tamer ,$4.6 B,64,United States,private equity,Finance & Investments 
622,Richard White ,$4.6 B,67,Australia,software,Technology 
622,Baoguo Zhu & family ,$4.6 B,59,China,pharmaceuticals,Healthcare 
637,Michael Ashley ,$4.5 B,57,United Kingdom,sports retailing,Fashion & Retail 
637,Ron Baron ,$4.5 B,78,United States,money management,Finance & Investments 
