Time,Sym,C/P,Exp,Strike,Spot,BidAsk,Orders,Vol,Prems,OI,Diff(%),ITM
5/27/2022 10:55,PTON,Put,9/16/2022,14,14.18,2.98,6,845,252.63K,554,1.38,1
5/27/2022 10:40,COIN,Put,1/20/2023,45,76.36,8.25,9,1.77K,1.48M,6.51K,70.07,0
5/27/2022 9:51,AMZN,Call,5/27/2022,2300,2285.81,12.38,10,638,743.52K,2.78K,0.99,1
5/27/2022 9:35,SQ,Call,5/27/2022,87,86.25,1.01,9,3.40K,367.42K,5.49K,0.86,1
5/26/2022 14:47,ELF,Call,8/19/2022,25,24.21,1.7,5,1.46K,257.19K,2,3.25,1
5/26/2022 14:38,VALE,Call,7/15/2022,18,17.67,0.94,5,2.45K,232.66K,1.29K,1.91,1
5/26/2022 14:31,BIDU,Call,7/15/2022,165,136.5,2.79,5,1.39K,397.00K,30,21.53,0
5/26/2022 14:14,SM,Put,11/18/2022,40,45.67,5.65,6,537,304.92K,84,14.04,1
5/26/2022 13:16,COP,Call,11/18/2022,130,113.28,5.97,8,627,381.85K,503,14.66,0
5/26/2022 13:00,RDBX,Put,11/18/2022,7,8.84,4.75,5,1.18K,566.40K,51,26.34,1
5/26/2022 12:43,GM,Call,6/3/2022,38,37.69,0.77,8,5.51K,422.89K,26.27K,0.97,1
5/26/2022 12:27,ZS,Call,1/20/2023,250,143.31,6.55,5,500,319.18K,8.79K,76.5,0
5/26/2022 12:06,BP,Call,1/20/2023,34,32.76,3.01,5,1.04K,319.48K,30,3.63,1
5/26/2022 11:50,LYFT,Put,6/17/2022,17.5,17.51,1.32,5,3.25K,434.12K,10.23K,0.11,1
5/26/2022 11:46,GOOGL,Put,7/15/2022,1800,2155.06,19.3,5,342,659.72K,1.07K,19.81,0
5/26/2022 11:44,BIG,Put,6/17/2022,30,31.31,2.52,5,1.62K,380.74K,7.80K,4.86,1
5/26/2022 11:37,DAL,Call,6/17/2022,42,41.06,1.46,11,2.52K,368.92K,5.76K,2.45,1
5/26/2022 11:31,OXY,Call,7/15/2022,70,68.72,5.17,5,725,375.65K,18.86K,2.14,1
5/26/2022 10:54,SPLK,Put,7/15/2022,90,99.46,5.18,5,421,226.62K,104,10.46,1
5/26/2022 10:25,IWM,Put,7/15/2022,175,182.55,5.21,12,12.54K,6.57M,48.98K,4.32,1
5/26/2022 9:33,QQQ,Put,6/30/2022,280,291.14,7.91,6,1.45K,1.16M,7.24K,3.96,1
5/25/2022 15:43,ACI,Call,7/15/2022,33,29.74,1,5,1.35K,142.87K,324,11.06,0
5/25/2022 15:39,ANF,Put,7/15/2022,20,22.25,1.38,5,1.21K,175.45K,426,11.27,1
5/25/2022 15:28,NCR,Put,7/15/2022,30,32.62,3.45,5,445,155.75K,1.35K,8.51,1
5/25/2022 15:15,WDC,Call,6/17/2022,60,59.31,2.63,7,763,191.47K,7.97K,1.49,1
5/25/2022 14:09,JD,Put,6/17/2022,43.76,49.72,1.29,5,1.00K,130.60K,6.24K,13.68,0
5/25/2022 13:33,NFLX,Put,6/17/2022,180,185.8,8.9,12,1.61K,1.45M,3.78K,3.23,1
5/25/2022 11:50,RBAC,Call,6/17/2022,10,9.98,0.75,5,2.43K,207.97K,8.09K,0.19,1
5/25/2022 11:21,BAC,Put,9/16/2022,30,35.72,1.06,6,4.00K,428.00K,21.09K,19.07,0
5/25/2022 10:05,AMD,Put,8/19/2022,75,91.33,4.78,32,5.78K,2.71M,4.47K,22.12,0
5/25/2022 10:00,PFE,Call,6/16/2023,60,53.76,3.57,5,557,200.52K,3.26K,11.61,0
5/25/2022 9:49,QQQ,Put,6/17/2022,280,286.58,7.84,9,3.25K,2.48M,99.84K,2.61,1
5/25/2022 9:34,SNAP,Call,5/27/2022,13.5,13.45,0.71,6,3.87K,269.69K,4.69K,0.73,1
5/24/2022 15:35,URBN,Call,5/27/2022,19,18.15,1.12,6,1.87K,215.05K,83,5,1
5/24/2022 15:13,PFE,Put,12/16/2022,50,53.4,3.15,7,1.26K,404.48K,732,6.79,1
5/24/2022 15:10,RCL,Call,9/16/2022,55,49.53,4.92,14,1.59K,815.49K,227,10.82,1
5/24/2022 14:37,AFRM,Put,7/15/2022,20,20.43,3.6,5,1.70K,575.90K,1.54K,4.49,1
5/24/2022 14:19,AAL,Put,1/20/2023,15,15.48,2.72,11,1.93K,529.92K,84.99K,3.17,1
5/24/2022 13:50,VERU,Put,8/19/2022,10,12.26,2.02,6,1.37K,280.03K,930,22.53,0
5/24/2022 13:17,ET,Call,10/21/2022,12,11.07,0.75,5,4.07K,303.67K,6.90K,8.43,1
5/24/2022 13:16,WE,Put,1/20/2023,6,6.39,1.43,5,1.36K,206.05K,64,6.05,1
5/24/2022 11:58,MOS,Put,7/15/2022,55,58.86,3.48,5,1.38K,486.47K,54,6.94,1
5/24/2022 11:47,CF,Call,8/19/2022,120,99.99,3.95,5,578,228.26K,790,20.5,0
5/24/2022 11:22,GE,Put,6/17/2022,70,72.11,2.2,7,2.62K,576.62K,3.81K,3.05,1
5/24/2022 10:57,RIVN,Put,5/27/2022,24,26.11,0.47,5,9.17K,432.32K,1.74K,9.18,0
5/24/2022 10:08,C,Call,1/20/2023,52.5,52.03,5.45,8,400,220.00K,9.85K,0.91,1
5/24/2022 10:06,UBER,Put,5/19/2023,12.5,21.73,1.15,6,3.46K,392.91K,61,74.44,0
5/24/2022 9:49,AMZN,Call,5/27/2022,2150,2061.66,18.05,6,636,1.25M,1.58K,4,1
5/23/2022 15:42,SE,Call,6/17/2022,80,76.88,5.78,6,842,488.37K,1.88K,4.19,1
5/23/2022 13:46,VALE,Call,6/17/2022,18,17.33,0.52,5,3.52K,183.60K,38.95K,3.9,1
5/23/2022 13:21,TSM,Put,6/17/2022,90,91.2,2.83,12,1.68K,479.08K,9.85K,1.37,1
5/23/2022 12:47,AA,Call,6/17/2022,65,63.57,3.88,5,777,287.95K,5.45K,3.18,1
5/23/2022 11:34,BP,Call,10/21/2022,33,32.33,2.59,7,1.26K,328.36K,1.21K,2.16,1
5/23/2022 11:08,NVMI,Put,11/18/2022,85,100.82,5.45,5,250,148.00K,1.16K,17.93,0
5/23/2022 10:40,AR,Call,6/17/2022,40,37.55,1.77,5,1.74K,291.00K,12.16K,7.46,1
5/23/2022 10:32,SHOP,Call,5/27/2022,400,356.03,4.9,5,370,166.50K,1.01K,14.12,1
5/23/2022 10:20,C,Put,1/20/2023,50,51.87,4.83,5,942,456.87K,60.26K,3.7,1
5/23/2022 10:17,JNJ,Call,7/15/2022,180,179.46,4.75,5,650,291.00K,9.35K,0.74,1
5/23/2022 9:56,VMW,Put,1/20/2023,100,112.91,5.4,5,600,359.00K,517,13.39,0
5/23/2022 9:37,OXY,Put,1/19/2024,40,63.44,5.45,6,444,244.50K,1.95K,58.53,0
5/23/2022 9:31,SPY,Call,5/23/2022,395,392.95,1.5,5,4.46K,673.31K,16.33K,0.53,1
5/20/2022 15:07,APPS,Put,6/17/2022,20,24.72,1.14,5,1.57K,185.61K,5.67K,24.01,1
5/20/2022 14:36,SHEL,Put,6/17/2022,47.5,57.61,0.3,5,10.98K,354.49K,1.18K,21.4,0
5/20/2022 14:10,AKAM,Call,8/19/2022,100,95.97,5.6,5,864,502.56K,862,4.17,1
5/20/2022 14:09,AKAM,Put,8/19/2022,95,95.96,6.95,5,640,441.36K,2.32K,1.02,1
5/20/2022 13:28,CZR,Call,7/15/2022,50,47.47,4.2,6,2.52K,1.06M,1,5.29,1
5/20/2022 13:07,UAL,Put,12/16/2022,37,43.1,4.42,12,1.15K,511.31K,371,16.47,1
5/20/2022 12:46,CL,Call,11/18/2022,80,74.38,2.9,5,1.74K,509.84K,117,7.65,0
5/20/2022 12:30,WOLF,Put,9/16/2022,65,67.16,10.3,6,2.72K,2.52M,58,3.77,1
5/20/2022 12:00,CSCO,Put,10/21/2022,37.5,42.24,1.81,5,1.57K,287.31K,2.30K,12.43,0
5/20/2022 11:54,AAL,Call,6/17/2022,18,16.48,0.5,6,6.32K,321.99K,20.01K,9.17,1
5/20/2022 11:22,FCX,Put,11/18/2022,30,36.05,2.54,5,933,239.38K,279,20.14,0
5/20/2022 11:12,IBM,Put,6/17/2022,120,127.21,1.67,5,1.49K,250.04K,3.87K,6.15,0
5/20/2022 10:29,CHTR,Put,6/3/2022,455,479.97,6,5,434,256.22K,649,5.86,1
5/20/2022 10:03,PBR,Put,6/17/2022,15,15.44,1.29,5,1.32K,173.16K,15.78K,3.02,1
5/20/2022 10:00,NEE,Call,12/16/2022,72.5,71.17,5.65,5,593,344.44K,11.50K,1.92,1
5/19/2022 15:35,PM,Put,9/16/2022,95,99.91,4.45,6,616,245.82K,1.62K,7.32,0
5/19/2022 15:00,BBWI,Call,6/17/2022,45,40.8,0.9,5,2.22K,202.75K,167,11.17,0
5/19/2022 14:45,NKLA,Put,8/19/2022,6,6.22,1.44,9,9.89K,1.37M,20.00K,3.34,1
5/19/2022 14:27,MO,Put,1/20/2023,50,51.28,4.35,6,825,367.13K,4.51K,2.57,1
5/19/2022 13:26,INTC,Put,11/18/2022,35,42.06,1.77,6,1.51K,270.29K,1.18K,20.04,0
5/19/2022 13:15,BAC,Put,6/16/2023,33,34.33,3.98,5,651,258.53K,5.75K,4.43,1
5/19/2022 12:53,CLF,Call,8/19/2022,27,21.7,1.18,5,1.51K,180.75K,0,23.93,0
5/19/2022 12:53,SLB,Put,11/18/2022,37.5,40.25,4.17,5,371,155.82K,2.30K,7.33,1
5/19/2022 12:36,AFRM,Put,7/15/2022,25,26.23,4.22,5,441,191.38K,1.25K,4.6,1
5/19/2022 10:56,SPG,Call,6/17/2022,115,112.08,3.27,5,479,158.02K,1.14K,2.72,1
5/19/2022 10:52,ONON,Call,1/20/2023,30,20.41,1.82,5,1.18K,214.98K,1.13K,47.08,0
5/19/2022 10:41,GLD,Call,1/20/2023,200,172.01,4.22,5,3.79K,1.60M,28.74K,16.28,0
5/19/2022 10:19,GM,Put,1/20/2023,35,35.86,4.7,5,370,176.10K,9.72K,2.28,1
5/19/2022 10:02,CWH,Put,6/17/2022,26,26.05,2.5,5,1.69K,396.44K,4.60K,0.91,1
5/19/2022 9:54,BABA,Call,6/17/2022,95,87.05,4.35,5,1.45K,618.40K,8.06K,9.53,1
5/19/2022 9:33,NVDA,Call,5/27/2022,200,172.17,1.92,5,1.50K,278.53K,8.53K,16.65,0
5/18/2022 15:49,UAL,Put,9/16/2022,41,44.51,4.23,13,1.51K,647.58K,5.75K,8.57,1
5/18/2022 15:33,PLUG,Put,12/16/2022,12.5,15.77,2.25,7,2.00K,449.79K,4.83K,27.25,0
5/18/2022 15:29,PSTG,Call,1/20/2023,27,25.3,4.05,8,987,404.67K,7.28K,6.77,1
5/18/2022 15:17,CLAR,Call,12/16/2022,22.5,21.26,4.8,5,457,227.07K,5.05K,5.17,1
5/18/2022 14:37,PFE,Call,1/20/2023,55,50.31,2.72,6,999,272.73K,38.25K,9.32,0
5/18/2022 14:25,FSR,Put,8/19/2022,10,10.99,1.88,5,4.12K,755.02K,13.02K,9.93,1
5/18/2022 14:16,DWAC,Call,8/19/2022,50,44.78,4.6,5,960,452.66K,304,11.66,0
5/18/2022 14:16,AKAM,Put,1/20/2023,92.5,96.86,7.95,6,588,463.88K,697,4.76,1
5/18/2022 13:11,CSCO,Call,10/21/2022,50,48.76,3.23,6,557,186.22K,4.56K,2.03,0
5/18/2022 12:48,MOS,Put,6/17/2022,60,62.19,3.48,5,1.22K,431.99K,6.27K,3.6,1
5/18/2022 12:41,TSN,Put,1/20/2023,75,86.68,4.65,5,3.43K,1.53M,1.44K,16.6,0
5/18/2022 11:55,FDX,Put,7/15/2022,180,210.85,5.03,9,1.37K,635.43K,661,17.57,0
5/18/2022 11:47,TSN,Put,10/21/2022,82.5,87.68,4.9,5,533,271.83K,417,6.27,1
5/18/2022 11:04,C,Call,9/16/2022,57.5,50.06,1.28,5,8.43K,1.24M,8.84K,14.07,0
5/18/2022 10:48,GM,Put,12/16/2022,35,37.08,3.73,5,733,277.89K,827,5.61,1
5/18/2022 10:45,INTC,Put,7/15/2022,42.5,43.62,1.84,5,8.18K,1.49M,27.92K,2.64,1
5/18/2022 10:39,RIVN,Call,8/19/2022,40,28.61,1.28,6,2.93K,352.21K,20,42.68,0
5/18/2022 10:11,NCLH,Put,12/16/2022,15,16.72,2.24,8,2.12K,475.38K,687,11.44,1
5/18/2022 10:07,F,Put,12/16/2022,12,13.27,1.3,9,7.53K,982.69K,3.31K,10.6,1
5/18/2022 9:31,TSLA,Put,5/20/2022,700,741.08,7.83,5,461,330.78K,16.17K,6.16,1
5/17/2022 15:10,LOW,Put,5/20/2022,190,194.74,3.95,5,1.08K,446.38K,3.82K,2.42,1
5/17/2022 14:18,GOOGL,Call,5/20/2022,2400,2312.14,4.65,5,584,332.79K,1.44K,3.5,0
5/17/2022 13:04,APSG,Call,9/16/2022,10,9.98,2,5,940,209.50K,5.37K,0.25,1
5/17/2022 12:15,MU,Put,9/16/2022,60,73.31,2.76,5,1.28K,377.61K,15.67K,21.51,1
5/17/2022 11:47,SLB,Put,6/17/2022,40,42.85,1.32,5,1.83K,249.06K,2.96K,7.03,1
5/17/2022 11:28,AAL,Put,1/19/2024,17,17.43,3.98,5,861,348.90K,29.13K,2.37,1
5/17/2022 11:17,AR,Call,11/18/2022,45,35.18,3.65,6,564,208.68K,35.46K,27.9,1
5/17/2022 11:04,LVS,Call,12/16/2022,39,34.08,3.58,5,417,152.21K,9,14.39,0
5/17/2022 10:59,IWM,Call,6/17/2022,180,179.95,6.3,13,4.87K,3.06M,7.11K,0.09,1
5/17/2022 10:07,JPM,Put,9/16/2022,120,122.68,7.47,5,1.18K,900.97K,7.24K,1.98,1
5/17/2022 9:55,GOOG,Call,5/27/2022,2490,2321.94,5.2,8,1.23K,688.25K,2.32K,7.21,0
5/17/2022 9:49,MOS,Call,9/16/2022,70,62.96,5.92,20,2.14K,1.28M,1.48K,11.29,0
5/17/2022 9:44,IWM,Put,6/17/2022,172,181.12,3.53,11,10.24K,3.63M,7.13K,5.3,1
5/17/2022 9:37,TWTR,Put,1/20/2023,30,37.69,3.58,9,1.00K,364.55K,46.30K,25.37,0
5/17/2022 9:37,WMT,Put,6/17/2022,135,135.31,3.9,5,507,189.59K,14.12K,0.72,1
5/17/2022 9:30,AMD,Call,5/20/2022,100,98.47,2.1,5,2.00K,427.00K,53.49K,1.55,1
5/16/2022 15:42,DAL,Call,1/20/2023,40,38.29,5.22,5,1.36K,717.48K,18.87K,4.19,1
5/16/2022 14:43,BL,Call,8/19/2022,75,58.45,1.8,5,771,140.93K,25,28.29,1
5/16/2022 12:59,AMC,Call,12/16/2022,14,11.6,3.4,7,1.20K,434.69K,1.51K,18.82,1
5/16/2022 12:16,IWM,Put,6/17/2022,168,178.05,3.53,5,4.61K,1.65M,47.93K,5.98,1
5/16/2022 12:08,COP,Call,7/15/2022,115,105,3.32,9,900,301.50K,866,9.52,1
5/16/2022 12:03,FSR,Call,1/20/2023,10,9.91,2.61,6,759,199.06K,6.12K,1.03,1
5/16/2022 11:59,NIO,Call,1/20/2023,15,14.69,3.9,7,1.62K,639.11K,3.25K,2.15,1
5/16/2022 11:24,AEM,Call,1/19/2024,80,51.08,3.5,8,1.76K,649.57K,133,56.78,0
5/16/2022 9:53,LOW,Put,5/20/2022,187.5,190.21,5.83,9,675,405.00K,158,1.44,1
5/16/2022 9:31,NFLX,Call,5/20/2022,200,194.61,4.47,5,646,278.95K,6.29K,3.16,1
5/13/2022 15:41,JNJ,Put,7/15/2022,175,176.96,5.3,5,292,156.22K,904,1.11,1
5/13/2022 15:36,WBD,Put,1/20/2023,17.5,17.99,2.88,5,860,251.00K,33.95K,2.61,1
5/13/2022 15:20,DKNG,Put,1/20/2023,10,12.52,2.01,5,964,194.53K,6.98K,25.49,0
5/13/2022 15:07,CYTK,Call,6/17/2022,47,42.06,2.07,5,1.00K,206.00K,1.00K,11.88,0
5/13/2022 14:17,TSM,Put,6/17/2022,90,90.09,4.45,6,579,248.49K,9.12K,0.56,1
5/13/2022 14:05,WFC,Put,11/18/2022,40,42.31,3.6,6,1.38K,505.16K,308,5.75,1
5/13/2022 13:51,CHTR,Put,6/17/2022,430,469.6,9.6,5,300,293.00K,1.14K,9.39,1
5/13/2022 12:03,SWKS,Call,1/20/2023,170,103.37,1.44,5,1.00K,146.40K,4.17K,64.5,0
5/13/2022 11:49,PTON,Call,1/19/2024,40,15.02,2.04,5,1.00K,235.00K,1.60K,166.83,0
5/13/2022 11:43,CVX,Put,1/20/2023,140,167.8,8.18,5,500,417.00K,6.79K,19.84,0
5/13/2022 11:02,GS,Put,6/17/2022,300,305.64,11.45,6,1.04K,1.20M,3.58K,1.92,1
5/13/2022 10:23,FANG,Call,6/17/2022,142.65,134,5.4,5,660,363.00K,1.26K,6.53,1
5/13/2022 10:21,MARA,Put,1/20/2023,10,11.61,3.88,5,733,285.87K,11.68K,15.96,1
5/13/2022 10:06,VERU,Put,1/20/2023,5,12.48,0.6,7,3.58K,302.08K,2.28K,129.98,0
5/13/2022 10:05,INTC,Call,6/17/2022,45,43.51,1.31,5,3.25K,410.74K,28.17K,3.53,0
5/13/2022 9:56,RIVN,Call,6/17/2022,30,27.52,2.42,6,1.75K,446.23K,5.19K,8.75,1
5/13/2022 9:41,GM,Call,9/16/2022,38,37.01,3.7,6,585,219.38K,3.80K,2.58,1
5/12/2022 15:14,NU,Put,6/17/2022,3,3.98,0.42,5,7.19K,312.89K,22.34K,21.9,0
5/12/2022 15:06,PFE,Call,1/20/2023,55,49.61,2.7,6,731,197.37K,37.32K,10.86,0
5/12/2022 15:03,NCLH,Call,1/19/2024,15,14.39,4.22,5,472,200.60K,14.17K,4.32,1
5/12/2022 14:53,CCJ,Call,9/16/2022,23,20.16,2.17,5,3.89K,963.50K,534,11.37,1
5/12/2022 13:22,JBL,Put,6/17/2022,55,56.03,2.62,5,670,185.60K,982,1.94,1
5/12/2022 12:58,FL,Call,8/19/2022,32.5,28.22,2,5,1.19K,240.59K,892,15.4,1
5/12/2022 12:45,ET,Call,1/20/2023,12,10.76,0.84,5,13.22K,1.15M,42.27K,11.89,1
5/12/2022 12:04,MPC,Call,9/16/2022,100,92.1,5.25,5,300,162.38K,3.16K,8.3,1
5/12/2022 11:54,NEE,Put,9/16/2022,60,69.24,2.4,5,1.28K,286.90K,541,16.55,0
5/12/2022 11:46,PLAN,Put,6/17/2022,40,63.79,0.4,5,5.66K,256.42K,2,59.97,0
5/12/2022 10:47,XLE,Put,7/15/2022,75,76.93,4.75,5,3.90K,2.01M,828,1.71,1
5/12/2022 10:22,SE,Put,6/17/2022,45,59.93,3.02,5,2.90K,902.60K,147,32.55,0
5/12/2022 10:22,FSR,Call,1/19/2024,10,8.84,3.12,5,918,289.63K,3.27K,13.29,1
5/12/2022 10:01,GM,Call,6/17/2022,38,34.85,1.19,6,3.94K,463.28K,5.24K,9.05,1
5/12/2022 9:36,SQ,Call,5/20/2022,70,68.74,4.9,8,664,316.44K,444,2.51,1
5/12/2022 9:33,LAC,Put,6/17/2022,17.5,19.47,1.38,7,2.69K,373.82K,3.13K,11.58,0
5/11/2022 15:59,KR,Put,10/21/2022,47,54.33,2.41,5,973,236.89K,36,15.66,1
5/11/2022 15:52,NKE,Put,10/21/2022,90,107.86,5.12,10,736,382.72K,191,19.87,0
5/11/2022 15:33,PINS,Put,11/18/2022,15,19.12,1.95,5,1.57K,309.04K,1.67K,27.49,0
5/11/2022 15:20,LEN,Call,8/19/2022,80,72.13,4.2,5,585,267.40K,163,8.73,1
5/11/2022 15:08,TWTR,Put,1/20/2023,40,46.65,3.7,27,4.92K,1.88M,34.15K,16.58,1
5/11/2022 14:03,TQQQ,Call,6/3/2022,30,29.34,3.1,5,12.54K,4.00M,97,1.82,1
5/11/2022 13:55,ATUS,Put,9/16/2022,9,9.1,1.38,5,2.66K,375.20K,52,1.5,1
5/11/2022 13:02,TLT,Call,7/15/2022,125,116.94,1.45,7,18.90K,2.85M,3.53K,6.84,0
5/11/2022 12:55,LYFT,Call,5/27/2022,20,18.75,0.83,6,4.50K,405.97K,366,6.03,1
5/11/2022 11:43,NEE,Call,12/16/2022,72.5,71.12,5.65,5,509,285.74K,86,2.19,1
5/11/2022 11:35,TSM,Call,8/19/2022,105,89.88,2.13,6,1.53K,337.69K,515,16.82,0
5/11/2022 11:06,JD,Put,5/20/2022,40,51.14,0.58,5,2.45K,150.77K,24.83K,27.88,0
5/11/2022 10:43,CVX,Put,1/20/2023,145,166.07,10.43,5,419,439.75K,2.03K,14.52,0
5/11/2022 10:13,RBLX,Put,5/20/2022,25,26.99,1.54,5,1.67K,273.96K,2.15K,6.48,1
5/11/2022 10:00,V,Put,1/20/2023,190,195.65,18.23,5,262,484.96K,2.42K,2.79,1
5/11/2022 9:45,JPM,Call,6/17/2022,120,119.88,5.6,8,934,507.84K,1.02K,0.31,1
5/11/2022 9:45,XOM,Put,1/20/2023,72.5,87.79,4.55,8,755,348.13K,10.48K,20.92,0
5/11/2022 9:42,CVNA,Put,5/13/2022,30,34.87,1.57,5,1.13K,219.80K,5.14K,13.83,1
5/11/2022 9:40,CVNA,Put,5/13/2022,32,33.76,2.68,7,1.48K,407.52K,5.95K,5.55,1
5/11/2022 9:40,INTC,Put,7/15/2022,42.5,43.51,2.38,7,4.54K,1.08M,21.63K,2.4,1
5/11/2022 9:34,OXY,Call,9/16/2022,65,59.76,7,5,989,748.24K,3.76K,7.48,1
5/11/2022 9:31,AAPL,Call,6/16/2023,170,154.16,15.9,5,404,646.40K,16.36K,10.38,0
5/10/2022 15:14,SE,Call,5/13/2022,67,65.54,2.7,6,2.52K,715.43K,0,2.12,1
5/10/2022 14:04,TLT,Call,6/17/2022,117,115.97,2.88,5,5.13K,1.49M,1.60K,0.88,1
5/10/2022 13:20,CHWY,Put,7/15/2022,25,26.91,3.38,5,921,342.67K,5.16K,4.89,1
5/10/2022 12:56,AAL,Put,1/19/2024,13,16.27,2.62,5,578,151.89K,18.48K,25.39,1
5/10/2022 12:38,PFSI,Call,6/17/2022,45,44.79,3,5,568,187.44K,10,0.53,1
5/10/2022 12:10,CCL,Put,1/20/2023,10,13.98,1.11,5,3.34K,350.51K,61.52K,43.67,1
5/10/2022 12:09,CMCSA,Put,6/16/2023,37.5,40.26,4.42,10,1.32K,586.18K,476,7.58,0
5/10/2022 12:02,STLA,Put,9/16/2022,12.5,13.5,1.07,5,3.26K,351.85K,3.00K,8.12,0
5/10/2022 11:31,INTC,Put,9/16/2022,37.5,43.66,1.72,5,2.12K,354.76K,7.89K,16.61,1
5/10/2022 11:01,BSX,Call,11/18/2022,43,38.34,1.97,8,1.43K,292.41K,123,12.16,0
5/10/2022 10:37,MU,Put,6/17/2022,60,69.4,1.73,6,2.30K,396.71K,15.62K,15.83,1
5/10/2022 10:20,RIVN,Put,5/13/2022,21,23.34,1.02,6,4.79K,472.60K,266,11.63,1
5/9/2022 15:54,TSM,Put,1/20/2023,80,87.17,7.53,9,775,592.67K,7.16K,9.13,0
5/9/2022 15:51,NCLH,Put,1/19/2024,15,15.97,3.62,5,897,324.39K,1.70K,6.57,1
5/9/2022 15:42,TTWO,Put,6/17/2022,100,106.11,5.25,5,719,372.74K,6.04K,6.27,0
5/9/2022 15:34,MRVL,Call,6/17/2022,55,54.1,5,10,958,481.22K,470,1.67,1
5/9/2022 15:32,APA,Put,10/21/2022,35,37.56,4.98,5,446,225.23K,2.43K,7.26,0
5/9/2022 15:28,APA,Put,10/21/2022,32.5,37.68,3.8,5,500,190.75K,1.07K,16.22,0
5/9/2022 14:43,PBR,Put,1/20/2023,10,13.27,1.71,5,1.59K,278.77K,131.25K,32.91,0
5/9/2022 12:44,PDD,Put,10/21/2022,30,35.19,5.33,5,406,217.21K,1.40K,17.32,0
5/9/2022 12:18,MA,Put,6/17/2022,320,330.63,13.9,5,598,835.25K,1.61K,3.31,1
5/9/2022 12:15,AA,Put,6/17/2022,55,55.03,5.5,9,779,432.94K,5.06K,0.03,1
5/9/2022 11:54,MRO,Call,9/16/2022,27,25.31,2.87,6,1.54K,490.72K,4.00K,3.47,1
5/9/2022 10:57,CMCSA,Call,6/16/2023,42.5,39.94,4.33,5,1.03K,451.81K,654,6.41,1
5/9/2022 10:52,F,Put,6/17/2022,12,13.66,0.37,6,12.74K,449.77K,96.91K,14.29,1
5/9/2022 10:33,SE,Put,5/13/2022,65,66.39,3.12,5,500,148.50K,314,2.69,1
5/9/2022 9:48,SHOP,Put,5/13/2022,350,358.14,14.45,5,477,658.59K,1.59K,3.11,1
5/6/2022 15:56,GME,Put,6/3/2022,100,114.53,7.47,9,808,598.47K,75,14.49,1
5/6/2022 15:49,CF,Put,6/17/2022,92.5,99.81,5.15,5,696,361.92K,154,7.98,1
5/6/2022 15:37,KHC,Call,6/24/2022,45,43.43,0.77,5,3.41K,260.29K,0,3.81,0
5/6/2022 15:26,NRG,Put,1/20/2023,28,40.4,1,5,2.07K,223.28K,16.04K,43.45,0
5/6/2022 15:06,AVGO,Put,5/13/2022,545,576.22,4,5,721,299.31K,35,5.9,1
5/6/2022 14:44,BSX,Put,9/16/2022,40,40.78,2.73,5,853,233.18K,947,1.94,1
5/6/2022 14:16,SBUX,Put,10/21/2022,70,75.46,4.78,9,574,275.87K,1.50K,7.74,1
5/6/2022 13:09,ZIM,Call,10/21/2022,95,66.94,2.27,5,930,218.59K,1.22K,42.13,0
5/6/2022 13:00,MRO,Call,6/17/2022,30,28.27,1.43,5,1.19K,171.97K,1.12K,6.1,1
5/6/2022 11:26,WBD,Call,1/20/2023,20,18.1,2.6,8,1.58K,426.92K,29.57K,10.54,0
5/6/2022 10:55,CMCSA,Put,1/20/2023,37.5,40.04,3.57,5,354,129.51K,8.77K,6.49,0
5/6/2022 10:54,XOM,Put,10/21/2022,82.5,90.66,5.3,7,663,360.64K,617,9.59,0
5/6/2022 10:42,F,Put,9/16/2022,12,14.2,0.77,7,9.45K,736.94K,45.57K,18.32,1
5/6/2022 10:25,BHC,Put,10/21/2022,15,16.29,2.25,7,4.86K,1.18M,4.44K,8.6,1
5/6/2022 9:37,AMZN,Put,5/6/2022,2200,2273.6,7.9,5,408,228.58K,1.56K,4.03,1
5/6/2022 9:31,HEAR,Call,6/17/2022,18,15.49,0.83,6,2.93K,415.61K,5.42K,18.48,1
5/5/2022 15:56,KWEB,Put,5/20/2022,24,27.08,0.67,5,17.37K,1.11M,4.05K,12.5,1
5/5/2022 15:46,TTD,Call,10/21/2022,75,54.06,5.25,7,994,527.65K,691,38.59,0
5/5/2022 15:40,FTCH,Call,6/17/2022,10,9.92,1.55,5,1.37K,217.26K,46,0.9,1
5/5/2022 15:27,Z,Call,8/19/2022,45,39.42,4.38,5,406,177.87K,358,14.15,1
5/5/2022 15:21,ALB,Put,9/16/2022,180,232.1,8.55,7,392,337.12K,242,28.94,0
5/5/2022 15:03,CLF,Call,1/20/2023,25,24.92,5.15,6,967,502.84K,17.90K,0.34,1
5/5/2022 14:54,HOOD,Put,8/19/2022,9,10.64,1.18,5,2.28K,273.50K,1.16K,18.19,1
5/5/2022 14:36,SBUX,Put,9/16/2022,75,77.49,5.35,5,561,268.56K,3.70K,5.04,1
5/5/2022 14:25,STM,Put,1/20/2023,30,36.78,2.28,7,1.74K,418.56K,1.25K,22.58,0
5/5/2022 14:21,AFRM,Put,5/20/2022,22,27.32,1.58,5,1.35K,212.67K,23,24.27,1
5/5/2022 14:06,ZI,Put,10/21/2022,45,48.76,5.75,5,516,293.02K,305,9.38,1
5/5/2022 12:22,CMCSA,Call,10/21/2022,42.5,40.44,2.46,5,654,162.96K,1.08K,4.97,1
